# x_m, y_m, w_tr_right_m, w_tr_left_m
59.3400,84.7719,6.9,6.9
59.2947,84.8610,7.0,7.0
59.2493,84.9501,7.0,7.0
59.2032,85.0388,7.0,7.0
59.1565,85.1272,6.9,6.9
59.1090,85.2152,7.0,7.0
59.0610,85.3029,7.1,7.1
59.0119,85.3900,7.0,7.0
58.9621,85.4767,7.1,7.1
58.9116,85.5630,7.0,7.0
58.8605,85.6489,7.0,7.0
58.8088,85.7345,7.1,7.1
58.7563,85.8196,7.1,7.1
58.7033,85.9043,7.2,7.2
58.6496,85.9887,7.1,7.1
58.5949,86.0724,7.1,7.1
58.5394,86.1556,7.1,7.1
58.4834,86.2384,7.1,7.1
58.4267,86.3207,7.1,7.1
58.3694,86.4026,7.2,7.2
58.3114,86.4841,7.2,7.2
58.2528,86.5651,7.2,7.2
58.1936,86.6457,7.2,7.2
58.1335,86.7255,7.3,7.3
58.0722,86.8046,7.2,7.2
58.0101,86.8829,7.3,7.3
57.9474,86.9608,7.3,7.3
57.8840,87.0381,7.3,7.3
57.8201,87.1150,7.3,7.3
57.7555,87.1913,7.3,7.3
57.6903,87.2671,7.3,7.3
57.6245,87.3423,7.3,7.3
57.5581,87.4171,7.3,7.3
57.4911,87.4913,7.3,7.3
57.4232,87.5647,7.3,7.3
57.3543,87.6372,7.3,7.3
57.2846,87.7088,7.3,7.3
57.2143,87.7800,7.3,7.3
57.1434,87.8505,7.3,7.3
57.0720,87.9205,7.4,7.4
57.0000,87.9898,7.3,7.3
56.9275,88.0586,7.4,7.4
56.8544,88.1269,7.3,7.3
56.7807,88.1944,7.3,7.3
56.7061,88.2610,7.4,7.4
56.6309,88.3269,7.3,7.3
56.5553,88.3923,7.4,7.4
56.4790,88.4569,7.4,7.4
56.4018,88.5205,7.4,7.4
56.3241,88.5834,7.3,7.3
56.2459,88.6457,7.4,7.4
56.1673,88.7074,7.3,7.3
56.0881,88.7686,7.3,7.3
56.0083,88.8287,7.3,7.3
55.9278,88.8880,7.4,7.4
55.8469,88.9468,7.3,7.3
55.7655,89.0049,7.4,7.4
55.6836,89.0622,7.3,7.3
55.6014,89.1191,7.4,7.4
55.5191,89.1759,7.4,7.4
55.4363,89.2320,7.4,7.4
55.3529,89.2870,7.3,7.3
55.2689,89.3412,7.4,7.4
55.1844,89.3948,7.4,7.4
55.0996,89.4476,7.4,7.4
55.0142,89.4998,7.3,7.3
54.9285,89.5512,7.4,7.4
54.8424,89.6019,7.4,7.4
54.7558,89.6520,7.3,7.3
54.6688,89.7012,7.4,7.4
54.5812,89.7494,7.4,7.4
54.4932,89.7969,7.4,7.4
54.4051,89.8442,7.3,7.3
54.3168,89.8910,7.3,7.3
54.2280,89.9370,7.4,7.4
54.1389,89.9823,7.3,7.3
54.0493,90.0267,7.4,7.4
53.9592,90.0700,7.3,7.3
53.8688,90.1127,7.3,7.3
53.7780,90.1547,7.4,7.4
53.6869,90.1959,7.3,7.3
53.5955,90.2363,7.3,7.3
53.5037,90.2760,7.4,7.4
53.4119,90.3157,7.3,7.3
53.3198,90.3545,7.3,7.3
53.2272,90.3922,7.3,7.3
53.1343,90.4293,7.3,7.3
53.0412,90.4655,7.3,7.3
52.9477,90.5010,7.3,7.3
52.8539,90.5358,7.3,7.3
52.7599,90.5697,7.2,7.2
52.6655,90.6026,7.2,7.2
52.5708,90.6346,7.3,7.3
52.4759,90.6662,7.3,7.3
52.3809,90.6973,7.2,7.2
52.2856,90.7276,7.2,7.2
52.1900,90.7570,7.2,7.2
52.0943,90.7857,7.2,7.2
51.9982,90.8135,7.2,7.2
51.9019,90.8403,7.1,7.1
51.8054,90.8664,7.2,7.2
51.7086,90.8913,7.2,7.2
51.6116,90.9159,7.2,7.2
51.5147,90.9403,7.1,7.1
51.4175,90.9637,7.1,7.1
51.3201,90.9861,7.2,7.2
51.2224,91.0077,7.1,7.1
51.1246,91.0285,7.1,7.1
51.0267,91.0485,7.1,7.1
50.9285,91.0675,7.1,7.1
50.8302,91.0855,7.0,7.0
50.7318,91.1034,7.1,7.1
50.6333,91.1208,7.1,7.1
50.5347,91.1371,7.0,7.0
50.4359,91.1527,7.0,7.0
50.3370,91.1674,7.0,7.0
50.2380,91.1812,7.0,7.0
50.1389,91.1942,6.9,6.9
50.0397,91.2066,7.0,7.0
49.9405,91.2189,7.0,7.0
49.8411,91.2304,7.0,7.0
49.7417,91.2409,7.0,7.0
49.6422,91.2506,6.9,6.9
49.5426,91.2596,6.9,6.9
49.4430,91.2676,6.9,6.9
49.3433,91.2752,6.9,6.9
49.2436,91.2828,6.9,6.9
49.1438,91.2897,6.8,6.8
49.0440,91.2957,6.8,6.8
48.9442,91.3010,6.8,6.8
48.8443,91.3056,6.8,6.8
48.7444,91.3098,6.7,6.7
48.6445,91.3141,6.7,6.7
48.5446,91.3177,6.7,6.7
48.4447,91.3207,6.7,6.7
48.3447,91.3230,6.8,6.8
48.2448,91.3248,6.8,6.8
48.1448,91.3260,6.8,6.8
48.0448,91.3270,6.8,6.8
47.9448,91.3283,6.8,6.8
47.8449,91.3291,6.7,6.7
47.7449,91.3293,6.7,6.7
47.6449,91.3298,6.7,6.7
47.5449,91.3306,6.7,6.7
47.4449,91.3303,6.7,6.7
47.3450,91.3291,6.7,6.7
47.2450,91.3284,6.7,6.7
47.1450,91.3275,6.7,6.7
47.0450,91.3259,6.7,6.7
46.9451,91.3249,6.7,6.7
46.8451,91.3236,6.7,6.7
46.7451,91.3214,6.6,6.6

